state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
Nevada,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal,L3,Offer1,Agent,SUV,Large
California,Yes,Basic,Bachelor,Other,M,Suburban,Divorced,Personal,L2,Offer1,Branch,SUV,Medsize
California,Yes,Basic,College,Employed,M,Suburban,Single,Special,L3,Offer2,Call Center,Four-Door Car,Small
Oregon,Yes,Basic,Bachelor,Employed,F,Urban,Married,Personal,L3,Offer1,Branch,SUV,Medsize
Nevada,No,Premium,Bachelor,Other,M,Suburban,Married,Personal,L3,Offer1,Branch,Two-Door Car,Small
Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Special,L2,Offer2,Branch,SUV,Medsize
Oregon,No,Premium,High School or Below,Employed,F,Urban,Married,Personal,L3,Offer1,Branch,Luxury,Medsize
Oregon,No,Basic,College,Employed,F,Urban,Married,Personal,L1,Offer1,Agent,Four-Door Car,Medsize
Oregon,Yes,Basic,High School or Below,Other,F,Suburban,Married,Corporate,L3,Offer1,Branch,SUV,Large
California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,L2,Offer4,Call Center,Two-Door Car,Small
Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,L2,Offer1,Agent,Four-Door Car,Medsize
Oregon,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Corporate,L2,Offer2,Branch,SUV,Medsize
California,No,Basic,College,Unemployed,F,Suburban,Married,Corporate,L2,Offer1,Agent,Two-Door Car,Medsize
California,No,Basic,Bachelor,Other,M,Urban,Married,Corporate,L3,Offer2,Web,SUV,Small
California,No,Extended,Master,Other,F,Rural,Married,Personal,L2,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Corporate,L2,Offer2,Branch,Four-Door Car,Medsize
California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal,L1,Offer2,Agent,Four-Door Car,Small
Oregon,No,Basic,College,Employed,M,Rural,Married,Personal,L1,Offer2,Agent,Two-Door Car,Medsize
Arizona,No,Basic,Doctor,Employed,F,Suburban,Married,Personal,L3,Offer2,Branch,Four-Door Car,Medsize
Oregon,Yes,Basic,College,Employed,M,Suburban,Married,Personal,L1,Offer2,Agent,Four-Door Car,Large
Oregon,No,Basic,High School or Below,Other,F,Suburban,Married,Personal,L3,Offer3,Agent,SUV,Medsize
Arizona,No,Basic,Doctor,Employed,M,Urban,Married,Personal,L3,Offer3,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal,L2,Offer4,Call Center,Two-Door Car,Medsize
Arizona,No,Extended,Doctor,Employed,M,Suburban,Married,Personal,L2,Offer2,Branch,Four-Door Car,Medsize
California,No,Extended,College,Employed,F,Urban,Married,Personal,L2,Offer4,Branch,Four-Door Car,Medsize
Oregon,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Special,L1,Offer2,Agent,Four-Door Car,Small
Arizona,Yes,Basic,High School or Below,Unemployed,M,Suburban,Married,Corporate,L1,Offer2,Call Center,Two-Door Car,Medsize
California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal,L3,Offer2,Web,SUV,Medsize
Washington,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Corporate,L3,Offer3,Web,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal,L3,Offer2,Web,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal,L2,Offer1,Branch,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,L3,Offer1,Agent,Luxury,Small
Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,L3,Offer2,Agent,Four-Door Car,Large
Nevada,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate,L3,Offer2,Call Center,Two-Door Car,Medsize
Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate,L3,Offer4,Call Center,Two-Door Car,Medsize
Arizona,No,Basic,College,Employed,F,Suburban,Divorced,Personal,L2,Offer1,Agent,SUV,Medsize
Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,L3,Offer1,Call Center,SUV,Small
California,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Personal,L2,Offer2,Call Center,Two-Door Car,Medsize
California,No,Premium,Master,Employed,M,Rural,Married,Personal,L2,Offer1,Agent,Luxury,Medsize
Washington,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal,L2,Offer4,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate,L3,Offer1,Agent,SUV,Small
Washington,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,L2,Offer2,Call Center,Four-Door Car,Medsize
Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal,L1,Offer4,Call Center,Four-Door Car,Medsize
California,No,Extended,High School or Below,Employed,F,Suburban,Divorced,Corporate,L3,Offer1,Call Center,SUV,Medsize
California,Yes,Basic,High School or Below,Employed,F,Urban,Single,Personal,L3,Offer1,Agent,SUV,Small
Arizona,No,Basic,College,Employed,F,Suburban,Married,Corporate,L2,Offer3,Agent,Four-Door Car,Small
California,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate,L1,Offer1,Branch,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal,L2,Offer1,Web,Luxury,Medsize
California,No,Extended,Master,Employed,F,Rural,Married,Personal,L3,Offer1,Agent,SUV,Small
Arizona,No,Basic,Master,Employed,M,Urban,Married,Special,L1,Offer2,Call Center,Two-Door Car,Large
Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,L3,Offer3,Branch,Two-Door Car,Medsize
Oregon,Yes,Basic,Master,Other,F,Urban,Married,Personal,L2,Offer1,Agent,Two-Door Car,Medsize
Washington,Yes,Basic,High School or Below,Employed,M,Suburban,Single,Personal,L3,Offer2,Web,SUV,Medsize
Oregon,Yes,Basic,High School or Below,Other,F,Suburban,Divorced,Personal,L3,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal,L3,Offer1,Agent,Four-Door Car,Small
Oregon,No,Extended,High School or Below,Employed,F,Rural,Married,Corporate,L3,Offer2,Agent,Four-Door Car,Medsize
Oregon,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal,L3,Offer1,Call Center,SUV,Medsize
Nevada,No,Basic,College,Unemployed,F,Suburban,Single,Personal,L1,Offer3,Call Center,Four-Door Car,Small
California,No,Basic,College,Employed,M,Suburban,Single,Personal,L2,Offer1,Agent,SUV,Medsize
Washington,No,Basic,College,Employed,M,Urban,Married,Personal,L1,Offer4,Branch,Four-Door Car,Large
Washington,No,Basic,College,Employed,F,Rural,Married,Personal,L2,Offer1,Agent,SUV,Medsize
California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,L2,Offer2,Agent,SUV,Medsize
California,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal,L3,Offer2,Web,Four-Door Car,Medsize
Arizona,Yes,Basic,High School or Below,Employed,F,Suburban,Single,Personal,L3,Offer2,Call Center,Four-Door Car,Medsize
Arizona,No,Extended,High School or Below,Other,F,Suburban,Married,Personal,L2,Offer2,Agent,Two-Door Car,Medsize
Nevada,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal,L2,Offer3,Agent,Two-Door Car,Medsize
Oregon,No,Basic,Master,Unemployed,M,Suburban,Single,Personal,L3,Offer1,Agent,Four-Door Car,Large
Arizona,No,Premium,Bachelor,Employed,M,Suburban,Married,Personal,L3,Offer1,Agent,Two-Door Car,Medsize
Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Divorced,Personal,L2,Offer3,Branch,SUV,Small
Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Personal,L3,Offer4,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,L3,Offer2,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,L2,Offer4,Branch,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal,L3,Offer1,Branch,SUV,Medsize
Oregon,No,Extended,College,Employed,M,Rural,Single,Personal,L1,Offer1,Web,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate,L3,Offer2,Agent,Four-Door Car,Small
Arizona,No,Basic,College,Employed,M,Urban,Married,Special,L2,Offer3,Branch,Two-Door Car,Large
California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal,L2,Offer2,Call Center,SUV,Medsize
Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,L2,Offer2,Branch,Four-Door Car,Small
California,No,Basic,High School or Below,Other,F,Suburban,Married,Personal,L2,Offer3,Agent,Two-Door Car,Medsize
Washington,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal,L1,Offer2,Web,Four-Door Car,Medsize
California,Yes,Basic,High School or Below,Employed,M,Rural,Married,Corporate,L3,Offer2,Agent,Luxury,Medsize
California,No,Basic,Master,Unemployed,F,Suburban,Married,Personal,L3,Offer1,Agent,SUV,Medsize
Arizona,No,Extended,Bachelor,Unemployed,M,Suburban,Divorced,Personal,L3,Offer2,Agent,Four-Door Car,Large
Washington,No,Basic,Bachelor,Employed,M,Urban,Single,Corporate,L2,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,College,Employed,F,Urban,Single,Personal,L1,Offer1,Branch,Four-Door Car,Medsize
Nevada,No,Basic,High School or Below,Employed,F,Urban,Married,Personal,L3,Offer4,Web,Four-Door Car,Small
Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal,L3,Offer1,Branch,Four-Door Car,Medsize
Oregon,Yes,Extended,College,Employed,F,Urban,Married,Personal,L3,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,Bachelor,Employed,F,Rural,Single,Personal,L3,Offer2,Branch,Two-Door Car,Medsize
California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate,L3,Offer3,Branch,Four-Door Car,Medsize
Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal,L3,Offer1,Agent,Four-Door Car,Small
Oregon,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate,L1,Offer4,Web,SUV,Medsize
California,Yes,Extended,High School or Below,Employed,M,Rural,Divorced,Personal,L1,Offer1,Agent,Four-Door Car,Medsize
Nevada,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal,L2,Offer3,Web,Four-Door Car,Small
Arizona,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal,L2,Offer2,Call Center,Four-Door Car,Small
California,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal,L2,Offer1,Branch,Luxury,Large
Oregon,No,Basic,College,Employed,F,Rural,Married,Personal,L3,Offer2,Branch,Two-Door Car,Medsize
Oregon,No,Basic,Bachelor,Other,F,Suburban,Divorced,Personal,L3,Offer1,Web,Two-Door Car,Medsize
Arizona,No,Premium,Master,Employed,F,Urban,Married,Personal,L1,Offer3,Web,Four-Door Car,Medsize
Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal,L1,Offer3,Agent,Luxury,Medsize
Oregon,No,Basic,Bachelor,Employed,M,Urban,Single,Personal,L2,Offer2,Web,SUV,Medsize
Arizona,No,Basic,College,Employed,M,Suburban,Single,Corporate,L3,Offer4,Branch,SUV,Medsize
Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,L1,Offer1,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate,L3,Offer3,Branch,Two-Door Car,Medsize
Oregon,No,Basic,High School or Below,Employed,F,Urban,Single,Personal,L3,Offer2,Branch,Luxury,Medsize
Oregon,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal,L2,Offer4,Agent,SUV,Small
Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,L2,Offer4,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,Employed,M,Suburban,Married,Special,L2,Offer1,Agent,Four-Door Car,Medsize
California,No,Extended,Bachelor,Employed,M,Rural,Married,Personal,L2,Offer1,Web,Four-Door Car,Medsize
Oregon,No,Basic,College,Unemployed,M,Suburban,Married,Corporate,L3,Offer2,Branch,Two-Door Car,Medsize
Oregon,Yes,Extended,Bachelor,Other,M,Suburban,Married,Personal,L3,Offer2,Agent,Two-Door Car,Medsize
Nevada,No,Premium,Bachelor,Employed,F,Rural,Married,Personal,L1,Offer1,Call Center,Two-Door Car,Medsize
Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate,L3,Offer4,Agent,Four-Door Car,Small
Oregon,Yes,Extended,College,Other,F,Suburban,Single,Corporate,L3,Offer1,Branch,Four-Door Car,Small
Arizona,No,Premium,High School or Below,Other,F,Suburban,Married,Personal,L2,Offer1,Agent,SUV,Medsize
California,No,Extended,Doctor,Other,M,Suburban,Married,Personal,L2,Offer4,Call Center,Two-Door Car,Medsize
Nevada,No,Basic,College,Employed,F,Rural,Married,Personal,L2,Offer3,Call Center,SUV,Medsize
Oregon,No,Extended,Bachelor,Employed,M,Urban,Married,Personal,L1,Offer2,Branch,Two-Door Car,Medsize
Arizona,No,Extended,College,Other,M,Suburban,Divorced,Special,L2,Offer4,Agent,Two-Door Car,Large
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,L3,Offer1,Call Center,Two-Door Car,Medsize
California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal,L3,Offer2,Branch,Two-Door Car,Medsize
California,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal,L2,Offer4,Agent,Two-Door Car,Small
Oregon,No,Basic,College,Employed,F,Urban,Married,Personal,L2,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,Other,M,Suburban,Single,Personal,L2,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,College,Other,M,Suburban,Single,Personal,L2,Offer4,Branch,Four-Door Car,Large
California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal,L2,Offer3,Call Center,Four-Door Car,Medsize
Nevada,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal,L3,Offer1,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal,L1,Offer3,Web,Two-Door Car,Large
California,No,Extended,Master,Other,M,Suburban,Married,Personal,L1,Offer2,Agent,Four-Door Car,Small
California,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Corporate,L2,Offer2,Agent,Two-Door Car,Medsize
Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal,L3,Offer4,Branch,Two-Door Car,Large
Washington,Yes,Basic,High School or Below,Other,M,Suburban,Single,Special,L2,Offer2,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,L1,Offer1,Web,SUV,Small
Washington,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Corporate,L2,Offer4,Call Center,Two-Door Car,Large
Arizona,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal,L1,Offer2,Agent,Four-Door Car,Small
Nevada,No,Premium,College,Employed,F,Suburban,Single,Corporate,L1,Offer1,Web,Four-Door Car,Medsize
Nevada,No,Extended,College,Employed,F,Urban,Single,Personal,L3,Offer3,Call Center,SUV,Medsize
Oregon,No,Extended,College,Employed,F,Urban,Married,Special,L2,Offer4,Call Center,Four-Door Car,Medsize
California,No,Basic,College,Employed,M,Suburban,Married,Personal,L3,Offer1,Agent,Two-Door Car,Small
Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,L3,Offer1,Agent,Four-Door Car,Medsize
Oregon,Yes,Extended,High School or Below,Employed,M,Suburban,Single,Personal,L1,Offer2,Branch,Two-Door Car,Small
Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Special,L3,Offer2,Call Center,SUV,Medsize
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,L1,Offer1,Branch,Two-Door Car,Medsize
Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Personal,L2,Offer1,Call Center,SUV,Medsize
Nevada,No,Basic,College,Unemployed,M,Suburban,Single,Corporate,L2,Offer3,Agent,Two-Door Car,Medsize
Arizona,No,Extended,Bachelor,Employed,F,Rural,Married,Personal,L3,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,L1,Offer2,Agent,Luxury,Medsize
Arizona,No,Extended,Master,Employed,F,Rural,Married,Corporate,L2,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,College,Employed,F,Suburban,Married,Corporate,L1,Offer1,Agent,SUV,Large
Arizona,No,Basic,College,Employed,F,Urban,Married,Personal,L3,Offer3,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,Employed,M,Urban,Married,Personal,L3,Offer4,Web,Two-Door Car,Large
Washington,No,Basic,High School or Below,Unemployed,F,Rural,Married,Personal,L2,Offer1,Web,Four-Door Car,Medsize
Arizona,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal,L1,Offer2,Agent,Four-Door Car,Small
Arizona,No,Basic,Master,Employed,M,Rural,Married,Personal,L3,Offer2,Web,SUV,Medsize
Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Personal,L3,Offer3,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,L3,Offer2,Branch,SUV,Medsize
Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal,L2,Offer2,Web,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate,L3,Offer2,Agent,Two-Door Car,Large
California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal,L3,Offer1,Branch,SUV,Medsize
California,No,Basic,College,Employed,F,Suburban,Married,Corporate,L2,Offer1,Branch,Four-Door Car,Large
Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal,L1,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal,L2,Offer4,Call Center,Four-Door Car,Medsize
California,No,Extended,High School or Below,Employed,M,Rural,Single,Personal,L2,Offer1,Call Center,Luxury,Medsize
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,L3,Offer2,Call Center,Four-Door Car,Small
Oregon,No,Premium,College,Unemployed,F,Suburban,Single,Corporate,L3,Offer2,Branch,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal,L2,Offer1,Web,Four-Door Car,Medsize
California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,L2,Offer2,Agent,Four-Door Car,Small
Arizona,No,Basic,Bachelor,Other,F,Suburban,Divorced,Personal,L2,Offer1,Branch,Four-Door Car,Medsize
California,No,Extended,Master,Employed,F,Urban,Married,Personal,L2,Offer2,Web,Four-Door Car,Medsize
Oregon,No,Basic,Master,Employed,M,Rural,Married,Personal,L1,Offer2,Call Center,SUV,Large
Washington,Yes,Basic,College,Employed,M,Urban,Single,Corporate,L1,Offer2,Agent,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,Other,F,Suburban,Divorced,Corporate,L3,Offer1,Branch,Four-Door Car,Medsize
Oregon,No,Basic,College,Employed,M,Rural,Married,Personal,L3,Offer1,Agent,SUV,Medsize
Nevada,No,Basic,Bachelor,Other,M,Rural,Married,Corporate,L1,Offer1,Branch,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal,L3,Offer2,Call Center,Four-Door Car,Large
California,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate,L2,Offer3,Web,Luxury,Medsize
Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Corporate,L2,Offer2,Call Center,Four-Door Car,Medsize
California,No,Basic,Bachelor,Unemployed,M,Urban,Single,Personal,L3,Offer3,Call Center,Four-Door Car,Medsize
California,No,Extended,Bachelor,Unemployed,M,Suburban,Divorced,Personal,L1,Offer2,Branch,Four-Door Car,Medsize
Nevada,No,Extended,Master,Unemployed,M,Suburban,Divorced,Personal,L3,Offer1,Branch,Four-Door Car,Medsize
Oregon,Yes,Extended,College,Employed,F,Rural,Married,Personal,L3,Offer2,Call Center,Two-Door Car,Large
California,No,Extended,Master,Employed,M,Urban,Married,Personal,L3,Offer2,Agent,SUV,Large
Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,L3,Offer2,Call Center,SUV,Medsize
California,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal,L3,Offer1,Agent,Luxury,Medsize
Washington,No,Basic,College,Employed,F,Suburban,Married,Corporate,L1,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal,L2,Offer1,Agent,SUV,Medsize
Arizona,No,Extended,High School or Below,Other,M,Suburban,Married,Personal,L2,Offer4,Branch,Four-Door Car,Medsize
Oregon,No,Extended,Master,Employed,M,Suburban,Married,Corporate,L3,Offer1,Branch,Two-Door Car,Small
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate,L2,Offer4,Branch,Two-Door Car,Large
Nevada,No,Extended,College,Employed,F,Suburban,Married,Personal,L3,Offer4,Branch,SUV,Medsize
California,Yes,Basic,Bachelor,Employed,M,Rural,Married,Corporate,L2,Offer2,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Corporate,L2,Offer3,Agent,SUV,Small
California,No,Basic,College,Employed,F,Suburban,Divorced,Corporate,L2,Offer1,Call Center,SUV,Large
Nevada,No,Extended,Bachelor,Employed,M,Urban,Married,Personal,L3,Offer1,Agent,Luxury,Medsize
